"Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Account_Age_Months,Contract_Type,Tenure_Range,Risk_Score,Risk_Level"
"897,2,14,Your API documentation is outdated and full of errors.,1,29.9,Biennial,2+ Years,0.93,Very High"
"20,2,54,Just checking if my payment went through.,1,0.6666666666666666,Month-to-month,0-6 Months,0.885,Very High"
"535,2,20,When will the maintenance window end?,1,17.833333333333332,Annual,1-2 Years,0.645,High"
"339,1,9,I'm very frustrated with the downtime. This is unacceptable.,1,11.3,Month-to-month,6-12 Months,0.715,High"
"1033,1,13,I'm very frustrated with the downtime. This is unacceptable.,1,34.43333333333333,Biennial,2+ Years,0.985,Very High"
"698,0,25,Is there a tutorial for the new dashboard feature?,0,23.266666666666666,Annual,1-2 Years,0.08,Low"
"898,0,30,When will the maintenance window end?,1,29.933333333333334,Biennial,2+ Years,0.13,Low"
"252,2,29,I need to update my billing address.,1,8.4,Month-to-month,6-12 Months,0.655,High"
"366,2,53,When will the maintenance window end?,0,12.2,Annual,1-2 Years,0.19,Low"
"835,0,61,This tool has saved my team so much time.,0,27.833333333333332,Biennial,2+ Years,0.0,Low"
"873,1,5,I'm very frustrated with the downtime. This is unacceptable.,1,29.1,Biennial,2+ Years,1.0,Very High"
"729,0,52,I need to update my billing address.,0,24.3,Biennial,1-2 Years,0.015,Low"
"694,2,17,How do I change my password?,0,23.133333333333333,Annual,1-2 Years,0.12,Low"
"816,0,37,Just checking if my payment went through.,0,27.2,Biennial,2+ Years,0.26,Low"
"718,0,41,Can I add more seats to my current plan?,0,23.933333333333334,Annual,1-2 Years,0.015,Low"
"173,2,12,The UI is too confusing. I can't find the export button.,1,5.766666666666667,Month-to-month,0-6 Months,0.955,Very High"
"74,0,69,""Smooth experience so far, no complaints."",0,2.466666666666667,Month-to-month,0-6 Months,0.02,Low"
"86,0,31,Is there a tutorial for the new dashboard feature?,0,2.8666666666666667,Month-to-month,0-6 Months,0.01,Low"
"369,2,55,I need to update my billing address.,1,12.3,Annual,1-2 Years,0.715,High"
"794,0,44,How do I change my password?,0,26.466666666666665,Biennial,2+ Years,0.015,Low"
"476,0,27,How do I change my password?,0,15.866666666666667,Annual,1-2 Years,0.01,Low"
"920,0,87,Customer support was super helpful yesterday. Thanks!,0,30.666666666666668,Biennial,2+ Years,0.095,Low"
"652,2,46,Can I add more seats to my current plan?,1,21.733333333333334,Annual,1-2 Years,0.69,High"
"777,1,12,Your API documentation is outdated and full of errors.,1,25.9,Biennial,2+ Years,0.84,Very High"
"215,1,8,The app crashes every time I try to upload a CSV.,1,7.166666666666667,Month-to-month,6-12 Months,0.905,Very High"
"20,2,43,Is there a tutorial for the new dashboard feature?,1,0.6666666666666666,Month-to-month,0-6 Months,0.68,High"
"531,1,13,Why did my subscription price increase without notice?,0,17.7,Annual,1-2 Years,0.285,Low"
"850,0,48,How do I change my password?,0,28.333333333333332,Biennial,2+ Years,0.005,Low"
"991,2,6,The UI is too confusing. I can't find the export button.,1,33.03333333333333,Biennial,2+ Years,0.82,Very High"
"981,2,23,Can I add more seats to my current plan?,0,32.7,Biennial,2+ Years,0.055,Low"
"593,0,58,This tool has saved my team so much time.,0,19.766666666666666,Annual,1-2 Years,0.0,Low"
"840,1,13,Why did my subscription price increase without notice?,0,28.0,Biennial,2+ Years,0.29,Low"
"776,0,18,Can I add more seats to my current plan?,0,25.866666666666667,Biennial,2+ Years,0.13,Low"
"1072,1,8,Your API documentation is outdated and full of errors.,1,35.733333333333334,Biennial,2+ Years,0.68,High"
"807,0,51,Just checking if my payment went through.,0,26.9,Biennial,2+ Years,0.11,Low"
"956,2,56,Is there a tutorial for the new dashboard feature?,0,31.866666666666667,Biennial,2+ Years,0.095,Low"
"599,1,5,Why did my subscription price increase without notice?,1,19.966666666666665,Annual,1-2 Years,0.99,Very High"
"581,2,59,Just checking if my payment went through.,0,19.366666666666667,Annual,1-2 Years,0.14,Low"
"204,0,36,Can I add more seats to my current plan?,0,6.8,Month-to-month,6-12 Months,0.01,Low"
"480,1,13,The UI is too confusing. I can't find the export button.,1,16.0,Annual,1-2 Years,0.77,High"
"13,2,5,The UI is too confusing. I can't find the export button.,0,0.43333333333333335,Month-to-month,0-6 Months,0.315,Low"
"307,0,95,""Just upgraded to the Pro plan, excited to use it."",0,10.233333333333333,Month-to-month,6-12 Months,0.045,Low"
"151,0,87,""Just upgraded to the Pro plan, excited to use it."",0,5.033333333333333,Month-to-month,0-6 Months,0.0,Low"
"222,0,82,""Just upgraded to the Pro plan, excited to use it."",0,7.4,Month-to-month,6-12 Months,0.005,Low"
"531,2,14,The UI is too confusing. I can't find the export button.,0,17.7,Annual,1-2 Years,0.7,High"
"396,2,4,Your API documentation is outdated and full of errors.,1,13.2,Annual,1-2 Years,0.895,Very High"
"921,0,111,Customer support was super helpful yesterday. Thanks!,0,30.7,Biennial,2+ Years,0.195,Low"
"139,2,2,Why did my subscription price increase without notice?,1,4.633333333333334,Month-to-month,0-6 Months,0.945,Very High"
"541,0,49,Can I add more seats to my current plan?,0,18.033333333333335,Annual,1-2 Years,0.035,Low"
"541,2,27,When will the maintenance window end?,0,18.033333333333335,Annual,1-2 Years,0.06,Low"
"111,2,4,The UI is too confusing. I can't find the export button.,1,3.7,Month-to-month,0-6 Months,0.925,Very High"
"1000,2,55,Just checking if my payment went through.,1,33.333333333333336,Biennial,2+ Years,0.69,High"
"423,0,52,Can I add more seats to my current plan?,1,14.1,Annual,1-2 Years,0.035,Low"
"907,0,43,I need to update my billing address.,0,30.233333333333334,Biennial,2+ Years,0.0,Low"
"971,2,8,The app crashes every time I try to upload a CSV.,0,32.36666666666667,Biennial,2+ Years,0.235,Low"
"424,2,28,Just checking if my payment went through.,1,14.133333333333333,Annual,1-2 Years,0.66,High"
"1090,0,21,Is there a tutorial for the new dashboard feature?,0,36.333333333333336,Biennial,2+ Years,0.08,Low"
"18,0,31,When will the maintenance window end?,1,0.6,Month-to-month,0-6 Months,0.66,High"
"657,2,40,Is there a tutorial for the new dashboard feature?,1,21.9,Annual,1-2 Years,0.62,High"
"72,2,34,I need to update my billing address.,0,2.4,Month-to-month,0-6 Months,0.0,Low"
"743,0,97,The integration with Slack works perfectly.,0,24.766666666666666,Biennial,2+ Years,0.015,Low"
"188,2,10,The app crashes every time I try to upload a CSV.,1,6.266666666666667,Month-to-month,6-12 Months,0.995,Very High"
"240,0,38,Can I add more seats to my current plan?,0,8.0,Month-to-month,6-12 Months,0.0,Low"
"973,0,55,Is there a tutorial for the new dashboard feature?,0,32.43333333333333,Biennial,2+ Years,0.0,Low"
"86,2,34,How do I change my password?,1,2.8666666666666667,Month-to-month,0-6 Months,0.61,High"
"659,2,1,Your API documentation is outdated and full of errors.,1,21.966666666666665,Annual,1-2 Years,0.99,Very High"
"814,0,50,This tool has saved my team so much time.,0,27.133333333333333,Biennial,2+ Years,0.005,Low"
"567,0,69,I love the new analytics feature! Great job.,0,18.9,Annual,1-2 Years,0.03,Low"
"284,0,45,I need to update my billing address.,1,9.466666666666667,Month-to-month,6-12 Months,0.675,High"
"492,0,48,How do I change my password?,0,16.4,Annual,1-2 Years,0.025,Low"
"390,2,29,How do I change my password?,0,13.0,Annual,1-2 Years,0.13,Low"
"251,2,46,Can I add more seats to my current plan?,0,8.366666666666667,Month-to-month,6-12 Months,0.345,Low"
"865,0,31,Just checking if my payment went through.,0,28.833333333333332,Biennial,2+ Years,0.04,Low"
"1029,2,29,When will the maintenance window end?,0,34.3,Biennial,2+ Years,0.13,Low"
"32,0,113,I love the new analytics feature! Great job.,0,1.0666666666666667,Month-to-month,0-6 Months,0.085,Low"
"819,0,46,Can I add more seats to my current plan?,0,27.3,Biennial,2+ Years,0.295,Low"
"353,2,20,How do I change my password?,0,11.766666666666667,Month-to-month,6-12 Months,0.14,Low"
"195,0,107,I love the new analytics feature! Great job.,0,6.5,Month-to-month,6-12 Months,0.045,Low"
"32,2,14,The app crashes every time I try to upload a CSV.,1,1.0666666666666667,Month-to-month,0-6 Months,0.95,Very High"
"472,1,2,Why did my subscription price increase without notice?,0,15.733333333333333,Annual,1-2 Years,0.34,Low"
"83,0,15,When will the maintenance window end?,0,2.7666666666666666,Month-to-month,0-6 Months,0.165,Low"
"473,1,7,The UI is too confusing. I can't find the export button.,1,15.766666666666667,Annual,1-2 Years,0.995,Very High"
"1045,0,99,This tool has saved my team so much time.,0,34.833333333333336,Biennial,2+ Years,0.0,Low"
"428,1,7,The UI is too confusing. I can't find the export button.,1,14.266666666666667,Annual,1-2 Years,0.995,Very High"
"774,1,12,Why did my subscription price increase without notice?,1,25.8,Biennial,2+ Years,0.98,Very High"
"948,2,20,When will the maintenance window end?,1,31.6,Biennial,2+ Years,0.73,High"
"706,2,11,Your API documentation is outdated and full of errors.,1,23.533333333333335,Annual,1-2 Years,0.945,Very High"
"236,0,19,Just checking if my payment went through.,1,7.866666666666666,Month-to-month,6-12 Months,0.64,High"
"520,1,8,Your API documentation is outdated and full of errors.,1,17.333333333333332,Annual,1-2 Years,0.94,Very High"
"644,2,42,Is there a tutorial for the new dashboard feature?,0,21.466666666666665,Annual,1-2 Years,0.085,Low"
"928,1,1,Why did my subscription price increase without notice?,1,30.933333333333334,Biennial,2+ Years,0.99,Very High"
"558,1,14,Why did my subscription price increase without notice?,1,18.6,Annual,1-2 Years,0.97,Very High"
"1090,0,36,I need to update my billing address.,0,36.333333333333336,Biennial,2+ Years,0.015,Low"
"763,2,5,Your API documentation is outdated and full of errors.,1,25.433333333333334,Biennial,2+ Years,0.88,Very High"
"379,2,8,I'm very frustrated with the downtime. This is unacceptable.,1,12.633333333333333,Annual,1-2 Years,0.945,Very High"
"232,1,6,I've been waiting for support for 3 days. I'm cancelling.,1,7.733333333333333,Month-to-month,6-12 Months,1.0,Very High"
"974,0,105,""Smooth experience so far, no complaints."",0,32.46666666666667,Biennial,2+ Years,0.03,Low"
"204,0,117,""Just upgraded to the Pro plan, excited to use it."",0,6.8,Month-to-month,6-12 Months,0.005,Low"
"651,1,12,I'm very frustrated with the downtime. This is unacceptable.,1,21.7,Annual,1-2 Years,0.995,Very High"
"87,0,51,Customer support was super helpful yesterday. Thanks!,0,2.9,Month-to-month,0-6 Months,0.0,Low"
"58,0,24,Is there a tutorial for the new dashboard feature?,0,1.9333333333333333,Month-to-month,0-6 Months,0.0,Low"
"911,2,55,I need to update my billing address.,0,30.366666666666667,Biennial,2+ Years,0.055,Low"
"923,1,6,I've been waiting for support for 3 days. I'm cancelling.,1,30.766666666666666,Biennial,2+ Years,0.97,Very High"
"819,1,13,I'm very frustrated with the downtime. This is unacceptable.,1,27.3,Biennial,2+ Years,0.985,Very High"
"221,0,50,""Smooth experience so far, no complaints."",0,7.366666666666666,Month-to-month,6-12 Months,0.065,Low"
"231,2,52,I need to update my billing address.,0,7.7,Month-to-month,6-12 Months,0.015,Low"
"855,0,107,Customer support was super helpful yesterday. Thanks!,0,28.5,Biennial,2+ Years,0.015,Low"
"313,0,41,Is there a tutorial for the new dashboard feature?,1,10.433333333333334,Month-to-month,6-12 Months,0.645,High"
"628,0,21,How do I change my password?,0,20.933333333333334,Annual,1-2 Years,0.015,Low"
"505,0,28,How do I change my password?,0,16.833333333333332,Annual,1-2 Years,0.025,Low"
"635,0,58,Can I add more seats to my current plan?,1,21.166666666666668,Annual,1-2 Years,0.64,High"
"740,0,53,Can I add more seats to my current plan?,0,24.666666666666668,Biennial,2+ Years,0.01,Low"
"723,2,29,Just checking if my payment went through.,1,24.1,Biennial,1-2 Years,0.05,Low"
"526,0,59,Is there a tutorial for the new dashboard feature?,0,17.533333333333335,Annual,1-2 Years,0.19,Low"
"689,0,94,This tool has saved my team so much time.,0,22.966666666666665,Annual,1-2 Years,0.0,Low"
"728,0,50,How do I change my password?,1,24.266666666666666,Biennial,1-2 Years,0.57,Medium"
"972,1,5,I'm very frustrated with the downtime. This is unacceptable.,1,32.4,Biennial,2+ Years,1.0,Very High"
"12,0,31,Just checking if my payment went through.,0,0.4,Month-to-month,0-6 Months,0.01,Low"
"941,1,14,Your API documentation is outdated and full of errors.,1,31.366666666666667,Biennial,2+ Years,0.96,Very High"
"380,2,51,Can I add more seats to my current plan?,0,12.666666666666666,Annual,1-2 Years,0.105,Low"
"945,0,43,I need to update my billing address.,0,31.5,Biennial,2+ Years,0.0,Low"
"445,1,2,The UI is too confusing. I can't find the export button.,1,14.833333333333334,Annual,1-2 Years,0.99,Very High"
"943,0,17,Is there a tutorial for the new dashboard feature?,0,31.433333333333334,Biennial,2+ Years,0.11,Low"
"849,2,44,I need to update my billing address.,0,28.3,Biennial,2+ Years,0.035,Low"
"821,0,113,I love the new analytics feature! Great job.,0,27.366666666666667,Biennial,2+ Years,0.01,Low"
"21,0,44,I need to update my billing address.,1,0.7,Month-to-month,0-6 Months,0.74,High"
"866,0,56,I need to update my billing address.,0,28.866666666666667,Biennial,2+ Years,0.0,Low"
"377,1,6,I've been waiting for support for 3 days. I'm cancelling.,1,12.566666666666666,Annual,1-2 Years,1.0,Very High"
"917,0,50,This tool has saved my team so much time.,0,30.566666666666666,Biennial,2+ Years,0.005,Low"
"386,1,5,The app crashes every time I try to upload a CSV.,1,12.866666666666667,Annual,1-2 Years,0.995,Very High"
"18,0,76,This tool has saved my team so much time.,0,0.6,Month-to-month,0-6 Months,0.005,Low"
"565,1,4,Why did my subscription price increase without notice?,1,18.833333333333332,Annual,1-2 Years,0.995,Very High"
"383,2,52,When will the maintenance window end?,1,12.766666666666667,Annual,1-2 Years,0.715,High"
"344,0,45,I love the new analytics feature! Great job.,0,11.466666666666667,Month-to-month,6-12 Months,0.03,Low"
"1025,0,29,How do I change my password?,0,34.166666666666664,Biennial,2+ Years,0.095,Low"
"1066,0,51,How do I change my password?,0,35.53333333333333,Biennial,2+ Years,0.055,Low"
"435,0,24,Just checking if my payment went through.,0,14.5,Annual,1-2 Years,0.075,Low"
"603,2,23,Is there a tutorial for the new dashboard feature?,1,20.1,Annual,1-2 Years,0.575,Medium"
"835,2,49,Is there a tutorial for the new dashboard feature?,0,27.833333333333332,Biennial,2+ Years,0.105,Low"
"267,2,8,I've been waiting for support for 3 days. I'm cancelling.,1,8.9,Month-to-month,6-12 Months,0.99,Very High"
"515,1,12,Why did my subscription price increase without notice?,0,17.166666666666668,Annual,1-2 Years,0.935,Very High"
"416,1,7,I'm very frustrated with the downtime. This is unacceptable.,1,13.866666666666667,Annual,1-2 Years,0.725,High"
"1002,0,19,Is there a tutorial for the new dashboard feature?,1,33.4,Biennial,2+ Years,0.67,High"
"610,2,51,When will the maintenance window end?,0,20.333333333333332,Annual,1-2 Years,0.07,Low"
"58,1,6,I'm very frustrated with the downtime. This is unacceptable.,1,1.9333333333333333,Month-to-month,0-6 Months,0.995,Very High"
"383,0,50,Customer support was super helpful yesterday. Thanks!,0,12.766666666666667,Annual,1-2 Years,0.0,Low"
"926,2,47,How do I change my password?,0,30.866666666666667,Biennial,2+ Years,0.01,Low"
"740,2,8,Your API documentation is outdated and full of errors.,1,24.666666666666668,Biennial,2+ Years,0.815,Very High"
"311,1,12,The app crashes every time I try to upload a CSV.,1,10.366666666666667,Month-to-month,6-12 Months,0.81,Very High"
"1046,0,25,When will the maintenance window end?,0,34.86666666666667,Biennial,2+ Years,0.0,Low"
"123,2,13,Why did my subscription price increase without notice?,1,4.1,Month-to-month,0-6 Months,0.87,Very High"
"695,0,22,When will the maintenance window end?,0,23.166666666666668,Annual,1-2 Years,0.13,Low"
"725,0,64,Customer support was super helpful yesterday. Thanks!,0,24.166666666666668,Biennial,1-2 Years,0.0,Low"
"434,1,4,I'm very frustrated with the downtime. This is unacceptable.,1,14.466666666666667,Annual,1-2 Years,0.955,Very High"
"44,1,3,I've been waiting for support for 3 days. I'm cancelling.,1,1.4666666666666666,Month-to-month,0-6 Months,1.0,Very High"
"318,0,25,Can I add more seats to my current plan?,0,10.6,Month-to-month,6-12 Months,0.1,Low"
